"","x"
"11741","An old man came into Subway and when we were in the back we talked about how nice he was. A few mins later he yelled at us and walked out."
"11742","Didn't make it to #heweb11 in Austin. Planning for #heweb12 in Milwaukee already."
"11743","My tummy is LOUD today!!!!!!"
"11744","I'm actually really nervous tho O.o omg help"
"11745","either im getting sick or my allergies fucking suckk."
"11746","Is it a full moon or something? Really need for something to go right today."
"11747","I'm to lame for that :o"
"11748","Tebow has Jesus but GOD IS A PACKER FAN"
"11749","Thank you! Sometimes my raw honesty gets me in trouble. LOL! : great bbw article. As always raw and honest"""
"11750","Hope you'll join us for #BWEChat tonight at 9:00 EST. is going to come by to talk about Facebook for content creators"
"11751","Wish I were there"
"11752","Be still & know that You are in the hands of the LIVING, LOVING God!"
"11753","Had enough time to walk my lazy butt to my class on north campus and still be 23 minutes early."
"11754","About to lay down in a minute; but wide awoke that's crazy"
"11755","Outstanding Cristian :) Your tweets are so amazing to everyone. You're very incredible that you have exclusive pics on website."
"11756","Aussie accent comes in handy for voice-over session at Cityvox NYC today."
"11757","Don't rethink-great dress!"
"11758","where you (supposed to be) flying?"
"11759","Love this metaphor RT : Kindle is OK as far as it goes. Great for travel but not as good as the real thing. Like phone sex."
"11760","I'm tired!"
"11761","<3 my burn one day-tan the next skin 8)"
"11762","Awesome look. Love it!"
"11763","Trying to migrate a legacy SVN repot to GIT when it has a lot of modified binary files is a big pile of sad."
"11764","RT: Smart Water is irrelevant. The bottles look like bullets and they always overfill it. So when you open it, it's like fuck ..."
"11765","The red head is like 17. She looks 13 0,o"
"11766","What I do?"
"11767","are looking good so far"
"11768","And it's official... (and fam) totally rock! Thanks for a lovely chat!"
"11769","Getting a PhD is generally not a goal unto itself. (Not that it can't be mind you.) Just curious about the meta-goal."
"11770","we out here you know."
"11771","If all goes well, I'll make my talk radio debut with a brief interview on the Marshall Ramsey show tomorrow at 3:00. Wish me luck!"
"11772","I have one of these in my fridge!! lol"
"11773","I have an asian woman taxi driver...not to stereotype or anything but the odds are not in my favor. #1stTimeIve EverWornASeatbeltInATaxi"
"11774","#upabos12 I went to Altec Plastics and got a piece of scrap plastic for the mobile usability test sled I showed during my 1pm talk"
"11775","email me if you need a job in the UK or other places! I got some resources here."
"11776","What a huge guy check for my #Niners. NFC Championship Game, here we come!"
"11777","when r the posters shipped?"
"11778","Quinn's not really lying! It's not like she's gonna dance a jig!"
"11779","Why must my dog sit by the door and bark at nothing all night?"
"11780","I'm not sure yet ! I haven't baught my tckets yet !"
"11781","Bedroom body"
"11782","2 things I'd never wear if I could-Pants and shoes. Its funny because I sell shoes and live in Chicago where its too cold not to wear pants."
"11783","I'll be there. It's my first race!"
"11784","Only getting 3 hours of sleep <<< #damn "
"11785","just stay up till lunch then your good"
"11786","Trying to explain why I have carry all three hula hoops < They all serve a different purpose. Everyone knows that...gaaah"
"11787","Good pick! They will probably get into NMH as teenagers and think they've ""discovered"" it. Unless, of course, they're teenagers now."
"11788","Poythress' second dunk goes for only 51 points, giving him a total of 115."
"11789","The developer is really working hard on the Ebuxing.com site. It is really exciting to see my ideas coming to a reality. It's looking good."
"11790","winning every time they mention Charlie on 2 1/2 men"
"11791","..which is..what?That the electronically mediated is less emotionally deep/true?"
"11792","ok thanks anyway!"
"11793","At Symposium listening to virtual intro by ""Let's show the rest of the country how it's done."""
"11794","I don't like when people refer to there friends as peeps."
"11795","On our way down to the square. See you soon!"
"11796","Leverage the ""super connected"". Connect to users that supercharge your network effect."
"11797","Man yelling ""we will never take you for granite"""
"11798","RT : RT : Tamara peyton: ""the fb like button changed the semiotical meaning of the term like. Like=action"""
"11799","Celebrate & Share 7th Annual Women of Achievement Awards March 7, 2012, from 6:00 to 9:00 p.m. at the Omni William Penn...."
"11800","is the funniest person on twitter... her tweets have me 😂😂😂😂"
"11801","I did....started reading and the next thing I know it was after 10. >:|"
"11802","ok will do, thanks for liking."
"11803","Wish there was a Dunkin Donuts downtown. Best chain coffee. Straight black? That'll put some ampersands on your chest!"
"11804","I like the way you think Tina!"
"11805","I dislike stupidity."
"11806","Buon pomeriggio! Bom dia! Thursday greetings to my tweeps in the Italian and Portuguese tongue!"
"11807","Serie was just asked to be in a commercial with a speaking line. They tape it Fri. after school."
"11808","I'd love a day off without work."
"11809","might have to make a lil trip to the today"
"11810","And, didn't realize #suburbiaproblems was such a popular hashtag!"
"11811","I really wish she had a different way of viewing things. I think the city that we’re from just kinda ruined things."
"11812","I'm not going to lie, it was. :)"
"11813","my u is broken on my laptop. :("
"11814","His brother`s not too bad in front of the camera, but I`m not sure that means he will be good, too."
"11815","Mama is coming to Chicago tomorrow for mothers day weekend!!! Going to pop a couple bottles and have a classy night on the town!"
"11816","honey badger don't care!"
"11817","I wish when I liked a guy, we could just cut the bullshit."
"11818","My best friends my boyfriend ♥"
"11819","To me there are two alternatives: Strict children limit per family, or GM crops. Impossible to feed an exploding population now."
"11820","I can't wait to get home"
"11821","Just talked to PIO Joel DeSpain. He says today's press conference will deal mostly with gun violence."
"11822","Dawn Weber and Electro Funk Assembly performing live in Red Bar Saturday night. Come join us!"
"11823","what? I'm confused at your last tweet"
"11824","thanks for all the answers! I'm gonna try to make it to a game as soon as possible"
"11825","What, no Outback love? We're crushed."
"11826","#Squirrels4Good if don't know, you ain't hip to dip."
"11827","Leaving for Warsaw tonight. Excited about going to the site of the Museum of the history of the Jews of Poland."
"11828","PickUpLine: I just got a prescription for Viagra. Would you help me try it out?"
"11829","hanks 88.5 FM for broadcasting my recordings of ""There Never Will be Another You"" and ""How High The Moon"" this week. Aloha MN!!"
"11830","We are not the only ones who hate a long working week! After Monday and Tuesday, even the calender says, "" W Th F? "" :) - via Ali Engineer"
"11831","weird! i wonder why... it is awesome.. sorry dude!"
"11832","that's it?"
"11833","goin' the extra mile & killin' them with kindness...."
"11834","Tweet: I disagree Tweet: fuck, you got me"
"11835","Nope. And I doubt the island has cell reception."
"11836","seriously i dont think i can study anymore #honestly fuck it"
"11837","Jean Ingelow - ""I have lived to thank God that all my prayers have not been answered."""
"11838","On this day in 1994 Hell froze over: the #Eagles reunited. Do you think that was a good thing?"
"11839","I know! lol.."
"11840","Feel like we've been very quiet for a while! How is everyone doing?"
"11841","""Will is character in action."""
"11842","xoxo. tell a friend."
"11843","You eaten at Acqua in White Bear Lake? #1 restaurant on OpenTable."
"11844","oh em jeezers Jilian Michaels... her workout DVD is killin a beyotch! lol she is awesome! :P drop and give me 20 ... she's kicking my butt."
"11845","yeah same here"
"11846","Heya wild man. When are you coming to anch."
"11847","Jacqueline Scott&#39;s Blog » Blog Archive » Horse Website design ..."
"11848","Classes r great though looking 4ward 2 the end of this semester. You? RT : How are classes?"
"11849","Preciate everyone for the birthday wishes and for comin out 2 party wit me....shout out & for partyin and showin a mex luv"
"11850","You know, it'll be tomorrow."
"11851","Today is my #someday will follow me? #neversaynever right? 21"
"11852","There's still time to walk on over for our hibachi lunch. (When have you been able to say that on February 1?)"
"11853","love the variety in your collection but what's the story with the owls?"
"11854","Pretty sure they don't have wifi there"
"11855","Your plans still to be at Iota tomorrow?"
"11856","Thanks Margo, had a ball."
"11857","Ready to get this album finished and out..."
"11858","At this store in Raytwn & this chick got on USPA sandals -_-"
"11859","It's been so long since I've used my Nook that I just realized how dirty its cover is."
"11860","Anyone know who's pitching tomorrow?"
"11861","Eddie and Isaac will be at 's show at The Rock tonight, so come hang out with them and enjoy some sweet pop punk!"
"11862","Oh my goodness! My prom dress is almost finished I feel like #PrincessBelle when I wear it(:"
"11863","You're the bomb! Haven't been on twitter much.....been super ill. Have a blessed weekend!"
"11864","Angry birds!"
